Target_genes	NANOG|Average	SRX13365367|293	SRX13365368|293	SRX13441621|293	SRX13441622|293	SRX5286324|ES_cells	SRX5286325|ES_cells	SRX5286327|ES_cells	SRX5286328|ES_cells	SRX702044|hESC_derived_ectodermal_cells	SRX702037|hESC_derived_mesendodermal_cells	SRX702038|hESC_derived_mesendodermal_cells	SRX702042|hESC_derived_mesendodermal_cells	SRX702043|hESC_derived_mesendodermal_cells	SRX011617|hESC_H1	SRX011618|hESC_H1	SRX017277|hESC_H1	SRX100482|hESC_H1	SRX10448024|hESC_H1	SRX13437668|hESC_H1	SRX13437669|hESC_H1	SRX1303985|hESC_H9	SRX2881137|hESC_H9	SRX2881138|hESC_H9	SRX3288566|hESC_H9	SRX3288567|hESC_H9	SRX6101126|hESC_H9	SRX6101127|hESC_H9	SRX266862|hESC_HUES64	SRX266863|hESC_HUES64	SRX702036|hESC_HUES64	SRX702039|hESC_HUES64	SRX702040|hESC_HUES64	SRX702041|hESC_HUES64	SRX20532160|hESC_HUES8	SRX20532161|hESC_HUES8	SRX11783370|hESC_UCLA2	SRX11783372|hESC_UCLA2	SRX5286326|hESC_WIBR2	SRX5286329|hESC_WIBR2	SRX5457195|iPS_cells	SRX5457196|iPS_cells	SRX1424693|LNCAP	SRX1424694|LNCAP	SRX1424695|LNCAP	SRX1424696|LNCAP	SRX1424697|LNCAP	SRX10445282|Neural_crest_cells	SRX10445290|Neural_crest_cells	SRX10445300|Neural_crest_cells	SRX10445309|Neural_crest_cells	SRX11783374|PGCLC	SRX11783376|PGCLC	STRING
LMF2	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVA1C	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOK4	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD302	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	110	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	154	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDC2	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	271	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKK3	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	197	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT8	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A1	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	104	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKRF	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA16	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO1C	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	106	91	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP8	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	149	142	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY1A1	10.211538	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRK5	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FER1L5	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXorf56	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPM	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	106	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSA	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD31	10.211538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM63B	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIFA	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	155	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX15	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETBP1	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	155	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDC1	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPMT1	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	79	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA6	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL14	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOXD1	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED4	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREBBP	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC1A	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAND2	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3B	10.192308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM2	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53TG3B	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM10	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	104	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC6	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	139	0	0	0	0	0	0	0	0	126	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM240C	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE7	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE3	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	10.173077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB47	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THUMPD2	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC46A1	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARG	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAN3	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR3LG1	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	156	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH22	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	202	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP5	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	105	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL31	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAM2	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA1	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	100	0	0	0	0	0	0	153	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO4	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	111	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPK1	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	156	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATN1	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF3	10.134615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REX1BD	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
PIH1D2	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHRF1	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAPD1	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L2	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K3	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLOD5	10.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV3	10.096154	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM52	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX22	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A3	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCH	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA7	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF4	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FECH	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	101	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE2	10.096154	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORIN	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	116	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	10.096154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMLHE	10.076923	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM120B	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB8	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK3	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC80	10.076923	112	93	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
CACNA1B	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL1	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A4	10.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	88	0	0	84	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIE	10.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAML3	10.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	95	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ5	10.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	119	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX1	10.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf70	10.057692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	114	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC41A2	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23C	10.038462	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEL2	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS6ST1	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL3	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	143	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRC1	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKK2	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	141	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG6	10.038462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	156	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGN	10.019231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R4	10.019231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM114A1	10.019231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	198	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2G	10.019231	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	10.019231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA3	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7D1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT2A	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA6	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD2	9.980769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFEB	9.980769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TELO2	9.980769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLITRK1	9.980769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
SEPHS1	9.980769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN3	9.980769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	108	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
